식재료명(통합),제공 기준량,단위,평균 에너지(kcal)
머위_삶은것,100,g,28
고추_꽈리고추_생것,100,g,33
파프리카_ 가루,100,g,520
홍차_추출,100,ml,2
오징어류_살오징어_다리_구운것,100,g,196
멥쌀_호품벼_현미_생것,100,g,343
고비_재배_생것,100,g,28
소고기_한우(2등급)_사태(뒷사태)_생것,100,g,158
염교(락교)_식초에 절인것,100,g,93
대합류_대합_육_찐것,100,g,152
귀리밥_도정,100,g,218
날치_육_소금에 절여 저장한것,100,g,138
대추_말린것,100,g,276
소고기_한우(2등급)_앞다리(부채살)_생것,100,g,219
바질_잎_데친것,100,g,34
꾸지뽕_열매_생것,100,g,74
중멸_육_데쳐서 말린것,100,g,232
팽이버섯_구운것(팬),100,g,29
옥수수_분말화한것,100,g,364
머루_껍질+씨포함_생것,100,g,79
소고기_한우(3등급)_등심_생것,100,g,117
참깨_검정깨_볶은것,100,g,539
소고기_한우(1++등급)_우둔(홍두깨살)_생것,100,g,189
게류_금강참게_육_생것_광양,100,g,167
배_원황_생것,100,g,46
감자_ 자색_ 찐것,100,g,85
갯기름나물_노지_데친것,100,g,44
파래류_가시파래_전체_생것,100,g,14
땅콩_소립종_말린것,100,g,564
고추_오이고추_생것,100,g,23
오리알_난황_생것,100,g,351
빙어류_빙어_육_삶아서 말린것,100,g,210
질경이_생것,100,g,48
전분_옥수수+밀_분말화한것,100,g,379
시금치_하우스_데친것,100,g,32
큰느타리버섯(새송이버섯)_말린것(자연건조),100,g,171
고둥류_피뿔고둥_육_생것,100,g,102
결명자차_말린것,100,g,391
다시마류_용다시마_전체_생것_강릉_1월,100,g,11
점줄우럭_육_구운것,100,g,131
도라지_뿌리_데친것,100,g,49
소고기_한우(1등급)_안심(안심살)_생것,100,g,205
망고_애플망고_생것,100,g,57
돼지고기_앞다리(수육용)_삶은것,100,g,310
오징어류_한치_육_생것,100,g,90
염교(락교)_뿌리줄기_생것,100,g,83
전갱이_육_조미하여 반정도 말린것,100,g,167
물쑥_생것,100,g,36
사과차_추출,100,ml,167
감자_자심_생것,100,g,64
소고기_한우(1++등급)_양지(치마살)_생것,100,g,275
멍게류_멍게(우렁쉥이)_육_생것,100,g,44
오징어류_오징어_육_조미훈제,100,g,228
멥쌀_해들_백미_생것,100,g,365
소고기_한우(2등급)_안심(안심살)_생것,100,g,207
닭고기_넓적다리_구운것(팬),100,g,238
귤_천혜향_생것,100,g,41
돼지고기_앞다리(수육용)_생것,100,g,274
계피차_분말화한것,100,g,357
아주까리_잎_생것,100,g,82
고둥류_관절매물고둥(보라골뱅이)_육_생것,100,g,104
송아지 부산물_수입산(미국산)_신장_삶은것,100,g,163
콩기름,100,g,921
꿀풀(하고초)_말린것,100,g,309
날치_알_생것,100,g,104
돼지고기_앞다리(항정살)_생것,100,g,307
대멸_육_데쳐서 말린것,100,g,303
모자반류_큰잎모자반_전체_생것_기장,100,g,43
전복류_전복_육_튀긴것,100,g,210
귀리밥_쌀귀리+조양_도정,100,g,221
오미자차_말린것,100,g,371
렌즈콩(렌틸콩)_수입산(인도산)_빨간색_말린것,100,g,359
들깨_잎_찐것,100,g,37
보리_겉보리_도정_생것,100,g,349
롱안_생것,100,g,60
옥수수_항금맛찰_생것,100,g,114
보리_쌀보리_순_생것,100,g,24
소고기_한우(2등급)_사태(뭉치사태)_생것,100,g,145
밤_대보_구운것,100,g,183
고추_시레나_초록색_생것,100,g,23
바지락_육_조미통조림,100,g,118
밀_신미찰밀_도정_생것,100,g,334
유채_잎_데친것,100,g,29
영지버섯_추출,100,ml,0
아티초크_얼린것,100,g,38
양파_데친것,100,g,28
상추_치마상추_청상추_생것,100,g,20
상어류_돔발상어_알_생것,100,g,329
멸치_육_젓갈,100,g,106
목이버섯_데친것,100,g,13
횟대류_도치_육_생것,100,g,69
멧돼지고기_앞다리_생것,100,g,191
강낭콩_말린것을 삶은것,100,g,169
양송이버섯_말린것(자연건조),100,g,166
포도즙_천연과즙,100,g,48
새우류_줄새우_전체_생것,100,g,92
토마토_대저_데친것,100,g,26
소고기_한우(2등급)_우둔(홍두깨살)_생것,100,g,138
팥_검정팥+검구슬_말린것,100,g,336
쏨뱅이류_주먹물수베기_육_생것,100,g,106
파인애플_구운것(팬),100,g,62
청멸_전체_말린것,100,g,544
양송이버섯_분말화한것,100,g,176
아이비카_말린것,100,g,260
돔류_옥돔_육_구운것,100,g,122
소고기_한우(2등급)_등심(윗등심살)_생것,100,g,272
포도_두누리_생것,100,g,57
뽕잎_ 가루,100,g,299
소 부산물_꼬리_생것,100,g,252
소고기_한우(1등급)_사태(뒷사태)_생것,100,g,161
모자반류_모자반_줄기_생것,100,g,18
기장_찰기장+이백찰_도정_생것,100,g,373
메추리알_난백_삶은것,100,g,50
양배추_찐것,100,g,28
파스타_스파게티_말린것,100,g,365
배추_가을 재배_소금에 절인것,100,g,19
고춧잎_잎_삶아서 말린것을 삶은것,100,g,41
목화씨_구운것,100,g,506
옥수수_강다옥_말린것,100,g,361
갯가재류_갯가재_육_생것,100,g,105
상추_축면상추_적상추_생것,100,g,15
팥_팥+황백+흰구슬_말린것,100,g,348
꼴뚜기류_창꼴뚜기_몸통_구운것,100,g,165
마_장마_생것,100,g,45
송아지 부산물_수입산(미국산)_골_삶은것,100,g,136
소고기_한우(2등급)_채끝(채끝살)_생것,100,g,245
보리_볶은것,100,g,360
밤버섯_생것,100,g,17
대구류_간_조린것,100,g,100
메밀_도정_생것,100,g,363
소고기_한우(1++등급)_등심_생것,100,g,349
순무_잎_생것,100,g,21
오징어류_갈고리흰오징어_몸통_생것,100,g,60
산자나무 열매(씨벅톤)_생것,100,g,70
국수_소면_말린것을 삶은것,100,g,126
시금치_섬초_데친것,100,g,32
돼지고기_살코기_생것,100,g,203
미역류_미역_귀_생것,100,g,10
뱅어_전체_말린것(포),100,g,365
다시마류_참다시마_전체_말린것_해남_7월,100,g,145
귀리밥_쌀귀리+대양_도정,100,g,215
케일_로얄채_생것,100,g,49
멥쌀_도담쌀_백미_생것,100,g,360
돼지고기_앞다리(앞다리살)_생것,100,g,161
다래나무순차_추출,100,ml,1
쇠기름,100,g,869
가자미류_참가자미_육_구운것,100,g,150
감말랭이_청도반시_말린것,100,g,217
토란대_ 줄기_ 데친것,100,g,20
인삼_수삼_생것,100,g,90
틸라피아_육_구운것,100,g,144
파프리카(착색단고추)_빨간색_데친것,100,g,28
은어_내장_생것,100,g,200
콩나물_생것,100,g,43
소고기_한우(1등급)_채끝(채끝살)_생것,100,g,230
대구류_육_구운것,100,g,106
찹쌀_백진주_현미_생것,100,g,358
거위고기_살코기_생것,100,g,161
게류_꽃게_육_삶은것,100,g,81
꼬막류_피조개_전체_생것,100,g,86
전복류_전복_육_통조림,100,g,107
넙치류_넙치(광어)_전체_조리예에 따라 조리한것,100,g,113
연어류_연어_전체_조린것,100,g,157
참죽나물(가죽나물)_데친것,100,g,43
은어_내장_구운것,100,g,179
소고기_한우(1++등급)_양지(차돌박이)_생것,100,g,342
무화과_승정도후인_생것,100,g,52
구기자_재래종_열매_생것,100,g,69
소고기_한우(1++등급)_양지(앞치마살)_생것,100,g,351
세발나물_생것,100,g,18
소고기_한우(1+등급)_설도_생것,100,g,191
블랙베리_생것,100,g,43
보리밥_흑수청찰,100,g,150
고구마_구운것,100,g,188
소고기_한우(1등급)_갈비(안창살)_생것,100,g,293
멥쌀_신동진_백미_생것,100,g,361
분유,100,g,498
멥쌀 국수_말린것을 삶은것,100,g,132
적양무_어린잎_생것,100,g,19
무말랭이_뿌리_말린것,100,g,282
호박_늙은호박_데친것,100,g,30
성대류_별성대_육_생것,100,g,91
갯기름나물_하우스_어린잎_데친것,100,g,47
마늘_구근_구운것,100,g,169
소고기_한우(1+등급)_앞다리(부채덮개살)_생것,100,g,161
틸라피아_육_생것,100,g,97
멥쌀_예찬_현미_생것,100,g,356
돌나물_생것,100,g,15
양파_썬파워_생것,100,g,32
연어류_스틸레드연어_육_생것,100,g,175
오징어류_오징어_육_생것,100,g,104
당근_뿌리_생것,100,g,31
다시마류_참다시마_전체_생것_해남_7월,100,g,18
멥쌀_일미벼_현미_생것,100,g,354
미나리_돌미나리_데친것,100,g,18
마늘_구근_말린것,100,g,333
귤_일남1호_생것,100,g,33
오미자_생것,100,g,81
번데기(누에)_생것,100,g,126
돼지 부산물_간_생것,100,g,134
무_조선무_뿌리_데친것,100,g,21
소고기_한우(1등급)_앞다리(꾸리살)_생것,100,g,157
꽁치_육_구운것,100,g,312
조_차조+경관1호_도정_생것,100,g,376
두릅_참두릅_줄기_생것,100,g,33
백향과(패션프루트) 주스_황색과육,100,g,60
수수_찰수수_도정_생것,100,g,368
용과_적육종_생것,100,g,45
혼합식물성유,100,g,886
해삼_내장_젓갈,100,g,45
양파_자색 양파_생것,100,g,29
다랑어류_가다랑어_육_추출,100,g,2
딸기_설향_생것,100,g,34
황소개구리_육_생것,100,g,75
아욱_데친것,100,g,31
고구마_말린것,100,g,312
소고기_한우(1++등급)_사태(뭉치사태)_생것,100,g,167
조_차조+황미찰_도정_생것,100,g,371
오리알_난백_생것,100,g,52
도라지_뿌리_말린것,100,g,324
옥수수_안다옥_말린것,100,g,356
민들레_생것,100,g,29
인삼_홍삼_추출,100,ml,15
렌즈콩(렌틸콩)_수입산(인도산)_빨간색_말린것을 삶은 것,100,g,150
삼채_잎_생것,100,g,24
갈치류_등가시치_육_생것,100,g,88
소고기_한우(1등급)_갈비_생것,100,g,376
돼지고기_삼겹살(오돌삼겹)_생것,100,g,325
연어류_홍연어_육_통조림,100,g,147
성게류_성게_알_젓갈,100,g,115
마늘_구근_동결건조한것,100,g,330
소고기_한우_등심_삶은것,100,g,357
머루_개량종_껍질+씨포함_생것,100,g,83
소고기_한우(1+등급)_양지(업진안살)_생것,100,g,305
굴류_석굴_육_생것,100,g,71
옥수수_신광옥_말린것,100,g,354
찹쌀 국수_흑미찰국수_말린것,100,g,334
노루궁뎅이버섯_말린것,100,g,179
소고기_한우(1+등급)_양지(치마살)_생것,100,g,241
흰점박이 꽃무지_유충_생것,100,g,122
넙치류_킹넙치_알_생것,100,g,41
새우류_대하_육_생것,100,g,82
호두_말린것,100,g,688
카모마일차_추출,100,ml,1
고둥류_피뿔고둥_육_구운것,100,g,138
호박즙_천연과즙,100,g,21
명태_내장_젓갈(창난젓),100,g,116
땅콩_대립종_말린것,100,g,571
소고기_한우(1등급)_양지(업진안살)_생것,100,g,269
멥쌀밥_새추청벼_백미,100,g,153
연근_데친것,100,g,62
방울다다기양배추_데친것,100,g,41
마_장마_삶은것,100,g,49
생강_수입산(중국산)_뿌리줄기_생것,100,g,38
파래류_가시파래_전체_말린것,100,g,161
찹쌀_흑미_생것,100,g,362
멥쌀_일품_현미_생것,100,g,357
소고기_수입산(미국산)_갈비_구운것(오븐),100,g,400
송어류_송어_육_통조림,100,g,152
해삼_육_젓갈,100,g,36
부지갱이(섬쑥부쟁이)_생것,100,g,30
키위_그린_생것,100,g,66
갯기름나물_노지_어린잎_생것,100,g,53
콩(대두)_노란콩_말린것,100,g,409
파프리카(착색단고추)_빨간색_생것,100,g,26
멥쌀_한아름4호_현미_생것,100,g,363
소고기_한우(1+등급)_우둔(홍두깨살)_생것,100,g,160
열무_생것,100,g,14
아티초크_얼린것을 삶은것,100,g,45
포도_레드글로브_껍질 포함_생것,100,g,57
레몬그라스(시트로넬라)_생것,100,g,99
상어류_곱상어_육_생것,100,g,164
애플수박_S-비너스_생것,100,g,40
파래류_파래_줄기_생것,100,g,12
상어류_돔발상어_육_생것,100,g,85
딸기_죽향_생것,100,g,34
멥쌀밥_밭벼_백미,100,g,157
꼬막류_새꼬막_육_생것,100,g,82
모자반류_모자반_전체_데친것,100,g,17
팥_검정팥_삶은것,100,g,156
표고버섯_대_말린것을 삶은것,100,g,31
소고기_한우(1등급)_목심(목심살)_생것,100,g,204
멥쌀_골든퀸3호_현미_생것,100,g,357
멍게류_유령멍게_육_생것,100,g,15
청어_알_소금에 절여 저장한것,100,g,89
다랑어류_참다랑어_육_생것,100,g,196
섬초롱_생것,100,g,41
상추_모스트청쌈_청쌍추_생것,100,g,15
전복류_전복_육_조미통조림,100,g,145
고등어류_고등어_육_훈제,100,g,301
녹두묵,100,g,40
소라류_참소라_전체_생것_거문도,100,g,93
멥쌀_한가루_현미_생것,100,g,361
멥쌀_해품_백미_생것,100,g,362
녹두 국수_말린것,100,g,344
산양유,100,g,62
돼지고기_삼겹살(삼겹살)_생것,100,g,392
수리취(떡취)_생것,100,g,64
꽃송이버섯_말린것,100,g,182
소고기_한우(1등급)_등심(살치살)_생것,100,g,319
상추_풍성_청상추_생것,100,g,10
소고기_한우(2등급)_사태(앞사태)_생것,100,g,148
소고기_한우(2등급)_우둔_생것,100,g,153
구기자_재래종_잎_생것,100,g,56
소고기_한우(1등급)_양지_생것,100,g,248
양배추_적양배추_싹_생것,100,g,39
장어류_뱀장어_육_구운것,100,g,262
포도_마스캇함브르그_생것,100,g,66
코리아타임_말린것,100,g,378
멥쌀_영호진미_현미_생것,100,g,363
조_메조+다황메_도정_생것,100,g,374
멥쌀밥_쪄서 말린것,100,g,373
꾸지뽕_잎_삶은것,100,g,61
송아지 부산물_수입산(미국산)_간_삶은것,100,g,192
국화꽃_데친것,100,g,21
콩(대두)_서리태_말린것,100,g,413
소고기_한우(2등급)_양지(업진안살)_생것,100,g,224
마늘_난지형_구근_얼린것,100,g,131
파래류_파래_줄기_말린것,100,g,223
쑥차_말린것,100,g,338
시금치_생것,100,g,29
순채_순채_줄기_생것_창원_5월,100,g,25
밥_옥광_구운것,100,g,175
비트_뿌리_데친것,100,g,23
시금치_섬초_생것,100,g,24
닭 부산물_심장(염통)_생것,100,g,153
어린양고기_수입산(미국산)_다리_생것,100,g,201
소고기_한우(1+등급)_설도(설깃살)_생것,100,g,207
돼지고기_삼겹살(갈매기살)_생것,100,g,190
마늘_수입산(중국산)_구근_생것,100,g,120
홍합류_지중해담치_육_찐것,100,g,146
옥수수_항금맛찰_삶은것,100,g,118
밀_금강밀_도정_생것,100,g,329
미나리_물미나리_데친것,100,g,20
배추_여름 재배_생것,100,g,17
볼락류_장문볼락_육_구운것,100,g,107
대구류_빨간대구_육_생것,100,g,108
돔류_참돔_육_구운것,100,g,206
백합_뿌리_생것,100,g,118
둥굴레_잎_생것,100,g,52
밀_강력밀가루_분말화한것,100,g,334
상추_뚝섬적축면_적상추_생것,100,g,14
홍어류_홍어_육_생것,100,g,87
연어류_연어_전체_훈제_수입(노르웨이),100,g,178
아마란스_빨간색_말린것,100,g,381
꼴뚜기류_불똥꼴뚜기_육_삶은것,100,g,101
인삼_백삼_말린것,100,g,316
감자_수미_생것,100,g,70
선인장_보검선인장_줄기_생것,100,g,34
진두발_전체_생것_3월,100,g,43
동아_데친것,100,g,15
바셀라_데친것,100,g,12
귤_황금향_생것,100,g,40
달걀_삶은것,100,g,145
목이버섯_흰백목이_데친것,100,g,18
귤_궁천조생+노지_생것,100,g,39
라임_생것,100,g,30
보리멸류_보리멸_육_얼린것,100,g,109
오징어류_오징어_육_젓갈,100,g,77
매생이_전체_말린것,100,g,159
민어_육_구운것,100,g,111
오징어류_화살오징어_전체_생것,100,g,93
엉겅퀴_삶아서 말린것,100,g,279
청어_육_삶아서 말린것,100,g,137
도토리_종가시도토리_분말화한것,100,g,348
꼴뚜기류_창꼴뚜기_다리_생것,100,g,80
멥쌀_쌀눈_생것,100,g,441
콩잎_잎_생것,100,g,94
돼지 부산물_소장(곱창)_삶은것,100,g,233
소고기_한우(1++등급)_양지_생것,100,g,288
가리비류_가리비_육_생것,100,g,89
포도_청포도(청수)_생것,100,g,65
멥쌀_설갱_백미_생것,100,g,363
장어류_뱀장어_육_생것,100,g,223
파래류_가시파래_줄기_말린것_3월,100,g,136
동충하초_누에동충하초_생것,100,g,27
마늘종_꽃줄기_데친것,100,g,59
완두_말린것을 삶은것,100,g,174
곰취_생것,100,g,32
정어리_육_소금에 절여 말린것,100,g,209
자두_생것,100,g,26
옥수수_고당옥1호_생것,100,g,108
지누아릿과류_도박_전체_생것_3월,100,g,39
파래류_창자파래_줄기_말린것,100,g,158
두릅_참두릅_잎_생것,100,g,46
소고기_한우(1++등급)_등심(아래등심살)_생것,100,g,348
송아지고기_수입산(미국산)_채끝(채끝살)_구운것(오븐),100,g,202
아떼모야_생것,100,g,73
귀리_쌀귀리_도정_생것,100,g,371
키조개_육_구운것,100,g,170
병아리콩_수입산(인도산)_말린것을 삶은 것,100,g,183
대구류_육_소금에 절여 반정도 말린것,100,g,223
도토리_생것,100,g,230
기름종개류_미꾸리_전체_생것,100,g,115
두릅_참두릅_줄기_데친것,100,g,28
국수_칼국수_반정도 말린것,100,g,281
포도_거봉_껍질 포함_생것,100,g,68
석류_생것,100,g,77
송어류_송어_전체_튀긴것,100,g,117
옥수수_단옥3호_삶은것,100,g,134
원추리_데친것,100,g,28
갈색 거저리_유충_말린것,100,g,537
해삼_육_생것,100,g,25
솔잎_생것,100,g,161
토란_생것,100,g,71
토스카노(잎브로콜리)_생것,100,g,40
고구마_신자미_생것,100,g,107
녹차_장군차_말린것,100,g,361
국수_소면_말린것,100,g,370
넙치류_넙치(광어)_알_생것,100,g,33
정어리_육_구운것,100,g,221
거위 부산물_간_생것,100,g,133
옥수수_일미찰_생것,100,g,126
보리_큰알보리_순_생것,100,g,24
오징어류_오징어_전체_생것_수입(스페인),100,g,73
밀_중력밀가루_분말화한것,100,g,375
월계수_잎_말린것,100,g,313
녹차_인동녹차_말린것,100,g,329
피망_초록색_생것,100,g,22
배추_가을 재배_삶은것,100,g,16
둑중개_육_삶은것,100,g,120
민들레차,100,g,0
브로콜리_삶은것,100,g,30
씀바귀_뿌리_생것,100,g,71
전분_옥수수_분말화한것,100,g,366
소귀나무 열매_생것,100,g,24
송아지고기_수입산(미국산)_채끝(채끝살)_생것,100,g,152
새우류_꽃새우_육_찐것,100,g,132
전복류_전복_육_젓갈,100,g,107
멥쌀_통일벼_백미_생것,100,g,375
넙치류_넙치(광어)_전체_말린것_수입(미국),100,g,111
초석잠_뿌리_생것,100,g,76
김류_김밥용김_전체_말린것,100,g,202
포도_스텔라_껍질 포함_생것,100,g,50
송아지고기_수입산(미국산)_살코기_생것,100,g,105
싸리버섯_생것,100,g,20
연어류_연어_알_생것,100,g,250
송어류_송어_전체_생것,100,g,175
보리_흑수청찰_조곡_생것,100,g,349
뽕잎_삶은것,100,g,48
대추차_추출,100,ml,75
돼지고기_삼겹살(등갈비)_생것,100,g,237
성게류_성게_육_통조림,100,g,153
꽃양배추(콜리플라워)_생것,100,g,27
소고기_한우(1++등급)_양지(업진안살)_생것,100,g,321
고비_야생_생것,100,g,28
닭고기_토종_날개,100,g,122
잎새버섯_생것,100,g,13
콩(대두)_흑태_볶은것,100,g,446
보리_서둔찰보리_도정_생것,100,g,354
냉이_데친것,100,g,40
완두_삶은것,100,g,122
블랙커런트_생것,100,g,63
톳_줄기_데친것,100,g,35
보리밥_호강,100,g,146
들깨_말린것,100,g,530
소 부산물_혀_생것,100,g,191
보리_큰알보리1호_조곡_생것,100,g,345
비트_뿌리_생것,100,g,26
블루베리_얼린것,100,g,41
생강_ 가루,100,g,385
상황버섯_추출,100,ml,3
상추_버터헤드_청쌍추_생것,100,g,11
소고기_한우(1+등급)_사태_생것,100,g,156
느타리버섯_청느타리버섯_생것,100,g,18
돼지고기_앞다리(꾸리살)_생것,100,g,135
정어리_육_말린것,100,g,371
느타리버섯_생것,100,g,15
아보카도유,100,g,917
새조개_육_조미하여 말린것,100,g,333
오징어류_오징어_전체_삶은것,100,g,80
공심채_데친것,100,g,18
거위고기_살코기_구운것,100,g,238
쇠귀나물_뿌리_생것,100,g,128
파래류_잎파래_전체_생것_해남,100,g,23
은행_생것,100,g,203
구기자차_말린것,100,g,384
방울다다기양배추_찐것,100,g,44
강낭콩_말린것,100,g,350
유자_껍질_생것,100,g,55
연어류_대서양연어_육_생것,100,g,120
오징어류_오징어_육_조미하여 말린것(포),100,g,311
토끼고기_살코기_생것,100,g,161
소고기_한우(1등급)_설도(도가니살)_생것,100,g,163
멥쌀_남찬_백미_생것,100,g,366
보리멸류_보리멸_육_생것,100,g,93
다시마류_다시마_줄기_소금에 절여 저장한것,100,g,18
멥쌀_도담쌀_현미_생것,100,g,356
소고기_한우(2등급)_양지(치마살)_생것,100,g,206
멥쌀_적진주_현미_생것,100,g,360
도라지차,100,g,22
다랑어류_황다랑어_전체_생것,100,g,108
둑중개_육_조린것,100,g,325
돼지고기_안심(안심살)_구운것(팬),100,g,172
포도_청포도(샤인머스켓)_껍질 포함_생것,100,g,66
포도_나르샤_껍질 포함_생것,100,g,58
참외_씨 포함_생것,100,g,43
수수_통수수_생것,100,g,360
콩(대두)_수입산(미국산)_말린것,100,g,432
대구류_알_삶은것,100,g,142
삼채_잎줄기_생것,100,g,23
닭고기_살코기_삶은것,100,g,142
멥쌀밥_오대_백미,100,g,151
미나리_물미나리_잎_생것,100,g,30
전분_밀_분말화한것,100,g,360
고등어류_고등어_육_소금에 절여 말린것,100,g,171
무화과_수입산_말린것,100,g,319
삼붕냐와_생것,100,g,27
뽕잎_삶아서 말린것,100,g,279
장어류_자포뱀장어_육_생것,100,g,261
비트_어린잎_생것,100,g,21
톳_줄기_생것,100,g,16
두릅_땅두릅_잎_생것,100,g,43
홑잎나물_순_데친것,100,g,78
깨소금_ 가루_ 볶은것,100,g,638
김류_초밥김_전체_말린것,100,g,168
가시오가피_순_데친것,100,g,63
대구류_알_생것,100,g,117
흰점박이 꽃무지_유충_말린것,100,g,463
새우류_젓새우_전체_젓갈(추젓),100,g,60
목해삼_알_생것,100,g,33
체리_생것,100,g,67
도라지_순_생것,100,g,51
양배추_적양배추_찐것,100,g,32
양배추_데친것,100,g,32
코코넛_말린것,100,g,660
삼치류_평삼치_육_생것,100,g,134
문어류_세발낙지_육_생것,100,g,61
느타리버섯_여름느타리버섯_생것,100,g,21
꼬막류_피조개_육_통조림,100,g,128
호박씨_말린것,100,g,548
부추_산부추_생것,100,g,41
비타민채(다채)_생것,100,g,14
도토리_졸참도토리_분말화한것,100,g,342
호박_애호박_생것,100,g,22
염소고기_생것,100,g,181
칠면조고기_수입산(미국산)_생것,100,g,144
꼬막류_꼬막_육_찐것,100,g,169
소고기_한우_갈비_생것,100,g,307
눈퉁멸_육_말린것(포),100,g,382
국수_중면_말린것,100,g,366
천마_생것,100,g,77
꽃양배추(콜리플라워)_데친것,100,g,26
고려엉겅퀴(곤드레)_재배_말린것을 삶은 것,100,g,40
고둥류_피뿔고둥_육_찐것,100,g,127
바지락_육_생것,100,g,82
울금_뿌리줄기_생것,100,g,87
메뚜기_성충_생것,100,g,125
엉겅퀴_말린것,100,g,267
멸치_육_기름담금 통조림,100,g,189
소고기_한우(2등급)_우둔(우둔살)_생것,100,g,157
소고기_한우(1등급)_사태(상박살)_생것,100,g,185
다시마류_다시마_줄기_말린것_강릉,100,g,110
새우류_대하_육_말린것,100,g,400
옥수수_양안옥_말린것,100,g,358
참깨_흰깨_볶은것,100,g,557
고등어류_고등어_육_삶은것,100,g,281
달래_삶은것,100,g,58
고구마_분질(밤) 고구마_구운것,100,g,189
소리쟁이_잎_말린것,100,g,259
밴댕이_육_생것,100,g,225
귀리_쌀귀리+조양_도정_생것,100,g,390
양배추_생것,100,g,29
소고기_한우(1+등급)_설도(도가니살)_생것,100,g,171
꼴뚜기류_참꼴뚜기_육_삶아서 말린것,100,g,286
달걀_유정란_생것,100,g,156
콩(대두)_노란콩_볶은것,100,g,444
소고기_한우(1++등급)_설도(설깃머리살)_생것,100,g,245
잔대_순_생것,100,g,55
인삼_홍삼_말린것,100,g,309
방어류_방어_육_훈제통조림,100,g,346
국화차_추출,100,ml,0
간장_재래,100,g,34
콩(대두)_청자3호_볶은것,100,g,452
어린양 부산물_수입산(미국산)_간_생것,100,g,139
미나리_물미나리_생것,100,g,18
잡뼈국물,100,g,28
참기름,100,g,920
멥쌀_삼광_백미_생것,100,g,367
모시풀_잎_삶은것,100,g,49
옥수수기름,100,g,919
커피_원두_에스프레소_용액,100,ml,22
제비쑥_생것,100,g,35
아몬드_말린것,100,g,581
고들빼기_생것,100,g,29
죽순_순_생것,100,g,24
갓_생것,100,g,36
참죽나물(가죽나물)_생것,100,g,47
장어류_갈창갯장어_육_생것,100,g,125
귤_한라봉_생것,100,g,50
갯기름나물_생것,100,g,47
토란_찐것,100,g,76
닭고기_영계_삶은것,100,g,251
해바라기_싹_생것,100,g,9
표고버섯_전체_말린것,100,g,180
유채_서양종_잎줄기_데친것,100,g,30
돼지고기_뒷다리(도가니살)_생것,100,g,130
멜론_감로_생것,100,g,21
소고기_수입산(미국산)_목심(목심살)_생것,100,g,268
멥쌀밥_백미,100,g,146
갯가재류_갯가재_육_삶은것,100,g,99
가자미류_기름가자미_알_생것,100,g,104
더덕_뿌리_생것,100,g,89
알팔파_싹_생것,100,g,21
찹쌀_동진찰벼_백미_생것,100,g,363
게류_붉은대게_육_생것,100,g,48
피망_빨간색_데친것,100,g,33
호박_국수호박_생것,100,g,18
용과_백육종_생것,100,g,44
돼지고기_갈비_생것,100,g,236
상어류_청새리상어_육_생것,100,g,101
꼬막류_피조개_육_구운것,100,g,179
조_메조+조황메_도정_생것,100,g,373
소고기_한우(1+등급)_갈비(안창살)_생것,100,g,313
엄나무(개두릅)_잎_생것,100,g,41
케일_적꽃케일_생것,100,g,31
대합류_대합_육_구운것,100,g,148
매생이_전체_생것,100,g,13
옥수수_고당옥1호_삶은것,100,g,108
뽕나무버섯_재배_갓_말린것,100,g,192
고추냉이_잎줄기_생것,100,g,27
면실유,100,g,883
아귀류_아귀_육_생것,100,g,63
멥쌀_해품_현미_생것,100,g,349
돼지감자_말린것,100,g,172
소고기_한우(2등급)_갈비_생것,100,g,306
갯강구_육_생것,100,g,295
배추_가을 재배_생것,100,g,17
밴댕이_육_삶아서 말린것,100,g,335
아위버섯_생것,100,g,26
소고기_한우(1+등급)_사태(뭉치사태)_생것,100,g,138
호밀_통호밀_생것,100,g,334
망둑어류_문절망둑_육_장류를 넣고 가열하여 조린것,100,g,275
멥쌀밥_누룽지,100,g,393
소고기_한우(1++등급)_양지(치마양지)_생것,100,g,253
소고기_한우(1++등급)_사태(아롱사태)_생것,100,g,233
으깬감자,100,g,83
돼지고기_삼겹살(삼겹살)_삶은것,100,g,427
키위_골드_생것,100,g,54
옥수수_순_생것,100,g,40
오징어류_오징어_전체_통조림,100,g,89
멥쌀_밭벼_칠분도미_생것,100,g,359
꿀_아카시아,100,g,308
송아지고기_수입산(미국산)_채끝(채끝살)_삶은것,100,g,252
고구마_잎_생것,100,g,47
우뭇가사리류_우뭇가사리_줄기_우무(우뭇가사리를 끓여 굳힌것),100,g,2
완두_말린것,100,g,363
박_씨 포함_생것,100,g,32
멥쌀밥_밭벼_현미,100,g,156
파슬리_생것,100,g,20
배추우거지_생것,100,g,18
엄나무(개두릅)_잎_데친것,100,g,37
포도_델라웨어_생것,100,g,67
고사리_삶아서 말린것,100,g,273
소고기_한우(2등급)_목심(목심살)_생것,100,g,194
딸기_킹스베리_생것,100,g,31
꼬막류_꼬막_육_말린것,100,g,441
장어류_무태뱀장어_육_생것,100,g,181
달걀_난백_생것,100,g,50
소 부산물_선지(피)_생것,100,g,51
매생이_전체_생것_장흥,100,g,17
배추_알배기_생것,100,g,15
부추_호부추_데친것,100,g,32
돼지고기_뒷다리(보섭살)_생것,100,g,138
동자개(빠가사리)_육_생것,100,g,117
자운영_생것,100,g,40
"양식 송어",100,g,55
횟대류_대구횟대_육_생것,100,g,93
멸치_육_추출,100,g,0
돼지 부산물_자궁_생것,100,g,73
로즈마리_말린것,100,g,331
